frequency_hz,dB,pedal,gain,tone
19466.015625,-31.092037999999995,Morning Glory v4,100%,0%
19509.082031,-31.563697999999995,Morning Glory v4,100%,0%
19552.148438,-31.409024000000002,Morning Glory v4,100%,0%
19595.214844,-31.389622000000003,Morning Glory v4,100%,0%
19638.28125,-31.228584000000005,Morning Glory v4,100%,0%
19681.347656,-31.430656,Morning Glory v4,100%,0%
19724.414062,-31.395018999999998,Morning Glory v4,100%,0%
19767.480469,-31.622829000000003,Morning Glory v4,100%,0%
19810.546875,-31.351951000000007,Morning Glory v4,100%,0%
19853.613281,-31.769134,Morning Glory v4,100%,0%
19896.679688,-31.822281000000004,Morning Glory v4,100%,0%
19939.746094,-31.551848999999997,Morning Glory v4,100%,0%
19982.8125,-32.003506,Morning Glory v4,100%,0%
43.066406,-16.701883,Morning Glory v4,100%,100%
86.132812,-9.293509999999998,Morning Glory v4,100%,100%
129.199219,-6.1515629999999994,Morning Glory v4,100%,100%
172.265625,-5.412004,Morning Glory v4,100%,100%
215.332031,-4.315847999999999,Morning Glory v4,100%,100%
258.398438,-3.104216000000001,Morning Glory v4,100%,100%
301.464844,-2.682053,Morning Glory v4,100%,100%
344.53125,-2.312293999999998,Morning Glory v4,100%,100%
387.597656,-1.0627870000000001,Morning Glory v4,100%,100%
430.664062,0.47327200000000147,Morning Glory v4,100%,100%
473.730469,1.0808469999999986,Morning Glory v4,100%,100%
516.796875,1.0077819999999988,Morning Glory v4,100%,100%
559.863281,2.401720000000001,Morning Glory v4,100%,100%
602.929688,2.8540420000000033,Morning Glory v4,100%,100%
645.996094,2.782713000000001,Morning Glory v4,100%,100%
